Target_Class;p_tag_count;comma_count;colon_count;hyphen_count;TTR;Compound;Positive;Neutral;Negative;FleschK_score;CC;PRP;PRP$;IN;NNP;period_count
Literary;2612;11692;175;1690;0.12127571529912508;1.0;0.24100000000000002;0.635;0.124;50.502566643584224;36.0;16.0;3.0;1629.0;521.0;840975
Sea and Adventure;2242;6862;71;627;0.13614647625442244;1.0;0.254;0.573;0.17300000000000001;56.09410545798676;16.0;8.0;0.0;921.0;5.0;481690
Literary;492;5290;257;593;0.18947401935812533;1.0;0.22699999999999998;0.698;0.075;13.241770132893464;32.0;10.0;4.0;772.0;125.0;411567
Literary;1306;3949;19;1242;0.17918603413405246;1.0;0.258;0.613;0.128;51.503557175232714;16.0;3.0;1.0;625.0;11.0;356813
Literary;2497;3659;210;318;0.20092986376414615;1.0;0.201;0.67;0.129;51.722694277575634;14.0;6.0;4.0;546.0;9.0;367750
Literary;3200;11374;168;2587;0.11629082819294165;1.0;0.244;0.6679999999999999;0.08800000000000001;61.01169938763525;29.0;5.0;0.0;1623.0;19.0;722893
Literary;3010;11125;63;1751;0.12045744609390745;1.0;0.231;0.608;0.16;52.34185813925654;45.0;25.0;0.0;1847.0;30.0;712589
Literary;1636;4990;146;792;0.16643694973418469;1.0;0.218;0.6809999999999999;0.10099999999999999;41.833011494647906;30.0;5.0;0.0;784.0;26.0;441424
Literary;3698;4684;31;355;0.11272141706924314;1.0;0.217;0.657;0.126;65.51650700438128;105.0;9.0;3.0;760.0;12.0;538178
Literary;409;2167;3;253;0.2935586949209553;1.0;0.22;0.6579999999999999;0.12300000000000001;46.516344305320615;9.0;6.0;2.0;226.0;5.0;144922
Literary;2063;9104;282;1697;0.15058240851141888;1.0;0.271;0.608;0.121;51.306784578176575;38.0;13.0;4.0;1029.0;27.0;653661
Literary;719;4213;29;952;0.25625466301914945;1.0;0.21600000000000003;0.662;0.122;36.47204438901582;14.0;2.0;0.0;533.0;32.0;257996
Literary;799;3177;41;382;0.20299741087432785;1.0;0.249;0.612;0.139;40.42585256445224;11.0;1.0;3.0;487.0;11.0;263216
Literary;527;1950;56;229;0.2957984546039923;-0.9999;0.139;0.7;0.162;39.90280019940596;5.0;;0.0;315.0;15.0;146404
Literary;1632;3841;9;924;0.22529767714229945;1.0;0.207;0.655;0.138;41.35482363709204;22.0;7.0;2.0;614.0;12.0;324155
Detective and Mystery;1727;8544;381;1550;0.1360778356759667;1.0;0.215;0.629;0.156;34.68351161651674;26.0;12.0;5.0;1216.0;99.0;652050
Literary;1345;3029;159;151;0.24442508710801394;1.0;0.23199999999999998;0.642;0.126;43.6286082824609;8.0;1.0;0.0;492.0;8.0;220697
Literary;1612;6350;16;484;0.14396734200181432;1.0;0.26;0.6629999999999999;0.077;53.55190687829203;14.0;10.0;16.0;544.0;64.0;406683
Literary;2455;7405;378;1518;0.1740703328713383;1.0;0.207;0.6679999999999999;0.125;51.78907455439128;41.0;10.0;4.0;1100.0;17.0;513991
Literary;1507;8380;531;621;0.14268144725689308;1.0;0.20199999999999999;0.6759999999999999;0.12300000000000001;56.90846849535143;23.0;13.0;2.0;1345.0;34.0;731368
Literary;674;1617;52;240;0.3047877822542865;1.0;0.162;0.73;0.10800000000000001;58.722821175340755;7.0;2.0;0.0;338.0;2.0;137385
Literary;546;4393;35;990;0.2842061512884456;1.0;0.21;0.687;0.102;44.478976993711605;20.0;9.0;2.0;591.0;12.0;291147
Literary;971;2522;71;899;0.2827652424387902;1.0;0.21;0.6559999999999999;0.134;52.95266530506157;12.0;4.0;1.0;344.0;10.0;179167
Literary;1704;12804;166;2176;0.09850495458849576;1.0;0.247;0.623;0.129;49.11941978725368;83.0;11.0;4.0;2093.0;21.0;929076
Literary;704;5254;91;1376;0.22423203414736548;1.0;0.21600000000000003;0.701;0.084;38.64649160369439;21.0;7.0;2.0;745.0;15.0;354489
Literary;2282;3727;38;408;0.16447090319853458;1.0;0.20600000000000002;0.66;0.133;60.50010421749741;27.0;2.0;3.0;755.0;9.0;373445
Literary;1528;6782;33;1948;0.11985469299176753;1.0;0.21899999999999997;0.619;0.162;62.00514478930566;70.0;8.0;2.0;1155.0;17.0;523707
Literary;1054;4200;62;550;0.17229668042215973;1.0;0.24600000000000002;0.623;0.131;46.626591014298974;15.0;3.0;3.0;734.0;5.0;348082
Literary;1516;6706;75;1509;0.15002695317582765;1.0;0.205;0.6809999999999999;0.114;37.32122087444713;62.0;4.0;7.0;1255.0;60.0;648440
Literary;1012;5606;222;833;0.18256535026555495;1.0;0.22699999999999998;0.7;0.07400000000000001;13.138368803299274;35.0;9.0;3.0;859.0;84.0;420182
Literary;1781;2549;80;490;0.16653967562860564;1.0;0.262;0.594;0.14400000000000002;65.4922942698143;8.0;2.0;1.0;365.0;2.0;234974
Detective and Mystery;2022;4598;122;1011;0.15601112994530975;1.0;0.187;0.703;0.11;59.39270891200863;21.0;4.0;3.0;892.0;6.0;384247
Sea and Adventure;1933;4326;97;690;0.15957060999492276;1.0;0.221;0.631;0.14800000000000002;56.52064188335564;18.0;;0.0;627.0;14.0;345723
Literary;2085;14242;156;5550;0.1267547236865486;1.0;0.21600000000000003;0.664;0.12;40.08759306526422;71.0;12.0;7.0;1667.0;48.0;843306
Sea and Adventure;119;633;8;153;0.5012859480944587;0.9999;0.168;0.7340000000000001;0.098;47.98541661452154;8.0;2.0;0.0;110.0;4.0;51657
Literary;1540;8028;40;1382;0.16377958851878374;1.0;0.184;0.713;0.10300000000000001;50.185402252553814;42.0;6.0;1.0;1282.0;22.0;627885
Literary;1060;4095;83;820;0.21471889854122275;1.0;0.226;0.652;0.12300000000000001;46.2323202305324;12.0;4.0;0.0;681.0;24.0;371913
Literary;561;2386;684;1343;0.2805841643507166;1.0;0.19;0.6890000000000001;0.121;40.697196467791116;13.0;2.0;0.0;482.0;5.0;223097
Literary;544;2551;728;1270;0.24097308686907384;1.0;0.191;0.648;0.161;35.419856091122064;14.0;2.0;1.0;549.0;15.0;255105
Detective and Mystery;1988;6710;152;1148;0.1456251095914431;1.0;0.19399999999999998;0.655;0.151;47.28566117681189;52.0;5.0;3.0;1092.0;20.0;570768
Literary;2166;17549;222;4303;0.11608847343822;1.0;0.23600000000000002;0.613;0.151;37.805772919968206;62.0;21.0;13.0;2078.0;81.0;1131753
Literary;874;3447;20;636;0.23892339544513455;1.0;0.244;0.6509999999999999;0.105;52.75780044915618;10.0;5.0;2.0;539.0;10.0;237583
Literary;2407;18688;418;4450;0.109031556039173;1.0;0.249;0.635;0.11599999999999999;43.299254488311355;86.0;20.0;15.0;2121.0;56.0;1188492
Literary;3066;11417;69;1498;0.13821608993430642;1.0;0.24100000000000002;0.597;0.162;52.83316499376724;36.0;8.0;4.0;1575.0;5.0;614977
Detective and Mystery;1547;4740;150;471;0.15104592922381904;1.0;0.214;0.653;0.132;45.526241446312724;27.0;8.0;2.0;751.0;14.0;387997
Literary;405;1541;18;390;0.3547140142829064;1.0;0.177;0.691;0.132;36.39117256339392;5.0;2.0;0.0;361.0;7.0;182620
Literary;3496;9892;3;3200;0.1060875060182956;1.0;0.231;0.611;0.158;54.43860580657361;58.0;3.0;9.0;1399.0;21.0;838804
Literary;765;5281;47;773;0.2041332770982708;1.0;0.204;0.68;0.11699999999999999;38.77737751610295;25.0;6.0;0.0;982.0;11.0;439951
Literary;1377;5158;73;792;0.21072232135929864;1.0;0.23399999999999999;0.621;0.145;50.213880890052394;22.0;;2.0;578.0;7.0;329210
Sea and Adventure;1683;7636;83;1012;0.1596189797916852;1.0;0.19699999999999998;0.698;0.105;40.2299167800881;47.0;8.0;3.0;1466.0;24.0;679260
Literary;1794;3669;32;426;0.2043872198378636;1.0;0.255;0.644;0.10099999999999999;53.58598322084661;21.0;2.0;4.0;473.0;9.0;268735
Literary;773;3200;63;593;0.21909702520872174;1.0;0.193;0.674;0.132;46.151954282547706;11.0;8.0;0.0;587.0;10.0;296542
Literary;1186;6599;25;414;0.15659766230108435;1.0;0.214;0.68;0.106;45.722038563574706;25.0;8.0;5.0;959.0;27.0;446074
Literary;2415;16733;167;3211;0.14613679544015198;1.0;0.212;0.665;0.12300000000000001;40.73062567017408;96.0;7.0;9.0;2159.0;41.0;1020088
Literary;1808;5852;167;1597;0.1495918834388588;1.0;0.22699999999999998;0.644;0.129;56.24389747911539;26.0;4.0;1.0;985.0;26.0;490447
Sea and Adventure;1356;5303;63;814;0.1844818607880576;1.0;0.203;0.708;0.08900000000000001;52.12310012550404;34.0;6.0;4.0;841.0;16.0;348848
Sea and Adventure;2629;11826;268;1872;0.14897348436092162;1.0;0.221;0.639;0.14;42.12535913446524;34.0;6.0;6.0;1509.0;40.0;786926
Literary;263;3912;183;312;0.2797674938520009;1.0;0.23800000000000002;0.638;0.124;32.30739248061545;17.0;6.0;1.0;524.0;17.0;263031
Literary;2476;14259;134;2188;0.15622490568324726;1.0;0.23600000000000002;0.638;0.127;40.79362524121598;68.0;13.0;0.0;1436.0;16.0;836546
Literary;1456;6446;79;907;0.19941054743838968;1.0;0.23199999999999998;0.65;0.11800000000000001;47.92279531134838;32.0;5.0;2.0;676.0;16.0;403760
Detective and Mystery;2193;5010;7;592;0.18230387425892733;1.0;0.218;0.68;0.10099999999999999;43.86119761006796;17.0;2.0;0.0;651.0;15.0;362977
Literary;720;1983;52;178;0.2722767648433848;0.9998;0.19399999999999998;0.638;0.16699999999999998;52.60172649078672;7.0;2.0;0.0;288.0;5.0;133761
Literary;2663;8762;93;1241;0.13746789278641594;1.0;0.221;0.669;0.109;52.11180785500471;32.0;6.0;1.0;1153.0;17.0;613763
Literary;4371;19694;145;3184;0.12123896820799401;1.0;0.23;0.63;0.14;45.936642929022376;99.0;15.0;7.0;1989.0;35.0;1131179
Literary;1883;7855;98;1323;0.14924989623070387;1.0;0.243;0.629;0.128;47.220250018524034;27.0;18.0;1.0;944.0;28.0;613291
Literary;2304;5830;25;1044;0.1735826755033982;1.0;0.248;0.63;0.122;67.7549159157725;8.0;9.0;1.0;578.0;6.0;289331
Literary;2246;12084;229;1966;0.12805606122888405;1.0;0.205;0.638;0.157;59.76423221697172;28.0;11.0;0.0;1415.0;19.0;614545
Literary;3674;11214;44;2041;0.13451672946837973;1.0;0.22;0.654;0.127;66.83588592631412;18.0;10.0;7.0;924.0;28.0;525842
Literary;1439;6307;89;1224;0.18144351685511995;1.0;0.242;0.62;0.138;46.420485214878596;24.0;7.0;1.0;747.0;13.0;459396
Detective and Mystery;1512;6339;40;709;0.14932652113330236;1.0;0.22699999999999998;0.6809999999999999;0.091;48.355305258935736;21.0;5.0;3.0;841.0;28.0;441080
Detective and Mystery;644;3809;19;315;0.1780696953110746;0.9997;0.16;0.6920000000000001;0.14800000000000002;41.86715649690189;19.0;7.0;0.0;771.0;11.0;264412
Literary;3273;17436;201;2448;0.1157356179541396;1.0;0.222;0.634;0.14300000000000002;34.57942947253181;115.0;7.0;14.0;1919.0;38.0;1149916
Literary;649;3482;18;564;0.270360229773984;1.0;0.19399999999999998;0.6920000000000001;0.114;43.81136897058686;14.0;4.0;3.0;425.0;8.0;238471
Literary;1842;5794;110;861;0.15161959056750454;1.0;0.28;0.58;0.141;49.802032712373574;40.0;18.0;4.0;716.0;34.0;468480
Literary;3028;11706;262;1911;0.135127569383348;1.0;0.275;0.5820000000000001;0.14400000000000002;53.676573184309426;38.0;9.0;2.0;1546.0;3.0;617243
Literary;547;2377;38;354;0.26842751842751844;1.0;0.257;0.6;0.14300000000000002;46.43454291359117;4.0;4.0;0.0;293.0;8.0;158832
Literary;1620;6330;33;911;0.19894753134189755;1.0;0.177;0.667;0.156;65.73149807862538;24.0;13.0;0.0;860.0;19.0;374755
Literary;3107;13760;81;2304;0.155305599206021;1.0;0.237;0.643;0.12;40.66881311530392;65.0;11.0;3.0;1342.0;31.0;750430
Literary;3175;12941;115;2070;0.14090960607483444;1.0;0.21600000000000003;0.633;0.151;39.23292306825786;69.0;7.0;8.0;1417.0;41.0;772898
Literary;840;3270;76;742;0.23196467484803304;1.0;0.204;0.6729999999999999;0.12300000000000001;42.40405404376187;18.0;11.0;1.0;375.0;8.0;224683
Literary;4600;8219;29;2866;0.12406206498489117;1.0;0.21899999999999997;0.664;0.11599999999999999;43.580000494950866;33.0;16.0;3.0;1412.0;10.0;736309
Western Stories;1324;3662;117;1377;0.2661847389558233;1.0;0.195;0.674;0.131;54.246655115552976;11.0;4.0;1.0;503.0;10.0;294689
Literary;3109;14114;111;2146;0.15094617914718506;1.0;0.226;0.635;0.139;39.80547406837758;56.0;9.0;8.0;1409.0;60.0;859011
Literary;2645;5960;82;1102;0.14606766017622105;1.0;0.27399999999999997;0.615;0.111;36.2966634549079;38.0;17.0;2.0;1086.0;15.0;596885
Literary;4615;18175;165;3528;0.11724724878544665;1.0;0.243;0.643;0.114;51.131668834301045;107.0;11.0;4.0;1834.0;30.0;1088528
Literary;2615;9932;43;2339;0.1343389111477728;1.0;0.23800000000000002;0.616;0.146;58.66519089824544;32.0;3.0;3.0;1063.0;20.0;600541
Detective and Mystery;365;1305;28;162;0.31153943058704964;-0.9511;0.175;0.6459999999999999;0.179;42.205065623295724;7.0;2.0;2.0;202.0;;99941
Literary;2213;8883;61;1979;0.1272957568081064;1.0;0.19899999999999998;0.684;0.11699999999999999;65.45638359959315;45.0;16.0;2.0;1224.0;29.0;667526
Literary;1256;4715;80;954;0.194459673928726;1.0;0.281;0.607;0.11199999999999999;36.46915560136566;22.0;5.0;4.0;781.0;8.0;429167
Literary;1312;4643;93;787;0.2309305942348729;1.0;0.179;0.698;0.122;41.079685151630066;21.0;3.0;0.0;676.0;20.0;346125
Literary;2640;6727;230;2832;0.16336029516106146;1.0;0.22;0.664;0.11599999999999999;59.110214233808364;16.0;10.0;0.0;906.0;12.0;437175
Literary;1619;7399;140;1316;0.1791343650770947;1.0;0.209;0.662;0.128;51.240862457093954;26.0;4.0;6.0;1207.0;19.0;432148
Literary;2199;5820;24;1650;0.19658469945355192;1.0;0.198;0.642;0.16;48.29760846631729;23.0;6.0;9.0;752.0;29.0;465476
Allegories;1632;5055;240;688;0.1990784048782178;0.9999;0.217;0.5820000000000001;0.201;58.78038610153166;19.0;;3.0;655.0;11.0;346050
Literary;1615;5557;66;1536;0.1521996094151506;1.0;0.20199999999999999;0.698;0.1;55.15692466210473;37.0;12.0;9.0;956.0;27.0;469013
Literary;419;2996;164;316;0.2588894862145765;1.0;0.226;0.615;0.159;23.068082925118947;12.0;;3.0;176.0;3.0;162051
Literary;2100;5866;54;1100;0.13746324706704316;1.0;0.318;0.542;0.14;51.940711198023884;25.0;6.0;1.0;724.0;25.0;416978
Literary;1751;8148;39;3726;0.13281784106178834;1.0;0.228;0.647;0.125;60.081885797321746;27.0;9.0;10.0;1353.0;19.0;543844
Detective and Mystery;2749;6383;8;959;0.14264201890123585;1.0;0.225;0.679;0.096;53.21713220184182;23.0;6.0;1.0;1172.0;10.0;487344
Detective and Mystery;1900;2943;18;1133;0.15003427004797806;1.0;0.142;0.7490000000000001;0.109;57.11034643186564;17.0;3.0;0.0;787.0;9.0;356562
Literary;2564;6952;48;956;0.1796109296109296;1.0;0.23600000000000002;0.629;0.136;36.566918249970854;15.0;9.0;5.0;816.0;6.0;501591
Literary;2507;7722;58;1368;0.16058988215378606;1.0;0.225;0.631;0.14300000000000002;62.82139654132166;10.0;5.0;5.0;611.0;12.0;368436
Literary;4352;13251;197;1980;0.11820658745385075;1.0;0.23399999999999999;0.615;0.152;59.43585976628043;37.0;12.0;4.0;1443.0;22.0;752225
Literary;2658;10577;204;2189;0.13252651129351148;1.0;0.214;0.639;0.147;57.833869329975975;33.0;2.0;4.0;1268.0;7.0;607858
Literary;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;;0.0;;;3
Literary;2736;6101;7;656;0.13678783191544214;1.0;0.23199999999999998;0.643;0.124;53.01163621891109;13.0;9.0;0.0;677.0;22.0;497997
Literary;3101;7049;155;322;0.1196450852627201;1.0;0.253;0.598;0.149;69.11072909419201;29.0;7.0;3.0;929.0;38.0;441755
Literary;1634;8041;21;782;0.15709176399969987;1.0;0.18600000000000003;0.7040000000000001;0.11;58.5777871900475;55.0;7.0;0.0;875.0;16.0;474653
Literary;4052;13059;68;1711;0.11777543374677192;1.0;0.23199999999999998;0.618;0.15;64.17677568348411;36.0;8.0;2.0;1343.0;20.0;668046
Literary;6093;13845;113;1769;0.09691379284527037;1.0;0.20800000000000002;0.634;0.157;66.72682414963478;38.0;6.0;16.0;1427.0;13.0;807036
Literary;4928;12331;172;1607;0.11320754716981132;1.0;0.213;0.629;0.158;64.45507303878608;32.0;14.0;2.0;1219.0;18.0;691086
Detective and Mystery;2875;5191;140;841;0.17415793308300173;1.0;0.19399999999999998;0.6579999999999999;0.14800000000000002;43.65674263709067;29.0;8.0;0.0;628.0;15.0;453191
Literary;2839;6193;65;1295;0.18118663622750816;1.0;0.207;0.665;0.128;41.35714851940906;26.0;12.0;2.0;1298.0;34.0;511044
Literary;2756;5568;84;567;0.13419058553386912;1.0;0.203;0.659;0.138;51.257048560031926;14.0;2.0;1.0;1077.0;19.0;536367
Literary;2897;10042;161;3589;0.14548033486995265;1.0;0.23;0.627;0.14300000000000002;43.8683133564976;91.0;11.0;2.0;1861.0;9.0;830820
Literary;2076;6792;136;1235;0.16989145823501653;1.0;0.237;0.633;0.13;61.38697244973513;22.0;7.0;2.0;755.0;18.0;382444
Literary;3790;11675;74;1514;0.11434081616909668;1.0;0.215;0.626;0.159;58.77668189966892;71.0;17.0;5.0;1739.0;37.0;762532
Western Stories;3104;6240;10;1622;0.13871391984495052;1.0;0.165;0.722;0.113;67.06012315479671;54.0;53.0;0.0;991.0;58.0;519508
Literary;2498;5381;2;121;0.1728271028037383;1.0;0.221;0.63;0.149;43.10834640848989;18.0;11.0;4.0;883.0;59.0;515628
Literary;989;2651;126;436;0.2078171456888008;1.0;0.21100000000000002;0.6829999999999999;0.105;54.835912074109395;25.0;4.0;0.0;364.0;6.0;199291
Literary;3453;15232;353;3950;0.09508799299047943;1.0;0.255;0.609;0.136;46.10438783550408;59.0;25.0;4.0;2311.0;66.0;1142587
Literary;923;4349;104;1058;0.19256894999590804;1.0;0.228;0.644;0.128;48.647726319930115;15.0;3.0;1.0;624.0;4.0;299751
Literary;4987;13219;88;1583;0.10849308462081676;1.0;0.22699999999999998;0.616;0.157;65.1444016706624;31.0;13.0;4.0;1416.0;20.0;710142
Literary;1150;7903;227;1777;0.17199316906562576;1.0;0.247;0.597;0.156;38.4042517964044;84.0;9.0;7.0;1209.0;9.0;645527
Ghost and Horror;799;5898;12;1630;0.22263882603917512;1.0;0.244;0.631;0.126;30.97876810277896;40.0;5.0;5.0;853.0;16.0;378507
Love and Romance;1789;6049;43;477;0.1539630949884672;1.0;0.262;0.625;0.113;53.3275709994655;52.0;11.0;6.0;673.0;23.0;465999
Literary;340;2834;176;263;0.26135113904163393;1.0;0.23;0.623;0.147;22.49567747970795;6.0;;1.0;170.0;4.0;160057
Literary;1728;5337;93;1717;0.1639481778357722;1.0;0.233;0.655;0.11199999999999999;48.262902161304254;29.0;7.0;7.0;731.0;28.0;405360
Literary;1116;6517;117;2384;0.15283242602274566;1.0;0.265;0.61;0.125;45.349943044199115;33.0;8.0;8.0;787.0;33.0;467867
Literary;1540;6819;80;2277;0.15073906795319236;1.0;0.221;0.623;0.157;50.18826175029536;39.0;10.0;4.0;943.0;35.0;489893
Literary;82;575;3;78;0.5080478745356996;0.9999;0.249;0.647;0.10400000000000001;50.350771426606165;1.0;;0.0;64.0;1.0;29254
Literary;3750;9664;40;1126;0.1292707689591242;1.0;0.184;0.6509999999999999;0.165;64.78684956627154;22.0;31.0;6.0;1158.0;24.0;550360
Detective and Mystery;2953;7529;87;830;0.14184741392385866;1.0;0.228;0.63;0.142;65.36330533931954;15.0;10.0;3.0;754.0;13.0;397459
Literary;3569;5756;115;3312;0.16252402586056264;1.0;0.235;0.642;0.12300000000000001;57.64496493603426;20.0;7.0;4.0;1034.0;14.0;560680
Detective and Mystery;2114;5522;173;1011;0.14707496956822685;1.0;0.205;0.644;0.151;45.04495366315689;41.0;6.0;3.0;1108.0;19.0;532813
Literary;1001;3215;441;1542;0.1819137749737119;1.0;0.252;0.654;0.09300000000000001;51.05157812760075;23.0;5.0;0.0;517.0;4.0;288145
Literary;3599;16034;383;4334;0.09465152892653614;1.0;0.266;0.611;0.124;49.69267593159938;46.0;32.0;7.0;2264.0;63.0;1095084
Literary;2714;9374;38;1158;0.11078521898140603;1.0;0.251;0.647;0.10300000000000001;42.625778122531074;40.0;16.0;9.0;1140.0;18.0;682517
Detective and Mystery;1796;5366;5;573;0.13640884624385674;1.0;0.21899999999999997;0.634;0.14800000000000002;59.26320288598123;14.0;7.0;4.0;570.0;26.0;401917
Literary;436;3259;141;285;0.2346034559149313;1.0;0.212;0.606;0.182;38.776854774083226;17.0;;2.0;293.0;10.0;218210
Literary;151;3580;295;289;0.2207792207792208;1.0;0.275;0.622;0.10300000000000001;38.924757412529175;23.0;2.0;4.0;343.0;2.0;194990
Literary;441;2887;246;211;0.2457232839453153;1.0;0.244;0.599;0.157;38.40110887997727;20.0;;0.0;371.0;4.0;168499
Detective and Mystery;2791;3169;100;1032;0.18412629757785468;1.0;0.18100000000000002;0.693;0.125;60.29580219917676;22.0;5.0;0.0;396.0;11.0;298764
Detective and Mystery;1121;3917;13;747;0.18745142067536052;0.9997;0.166;0.6829999999999999;0.151;43.283397842321335;28.0;3.0;1.0;576.0;6.0;293202
Literary;498;3239;308;270;0.2311231393775372;1.0;0.248;0.604;0.14800000000000002;40.890217079285286;21.0;2.0;2.0;260.0;7.0;177881
Literary;1022;3644;90;355;0.2332290931100575;1.0;0.201;0.674;0.125;49.761463396530964;10.0;;3.0;561.0;13.0;239970
Detective and Mystery;466;1725;43;265;0.2847797645006542;1.0;0.198;0.648;0.153;48.951037265421924;15.0;;2.0;286.0;;141382
Literary;818;6935;9;1019;0.16959142219706302;1.0;0.231;0.645;0.124;53.20326002664354;28.0;6.0;0.0;647.0;8.0;361520
Literary;424;3452;62;373;0.2520074865664433;1.0;0.21600000000000003;0.635;0.149;27.120494085203088;16.0;6.0;2.0;339.0;3.0;207004
Literary;340;3132;55;307;0.27461500940700995;0.9996;0.198;0.621;0.18100000000000002;23.04607579583052;17.0;;0.0;312.0;4.0;179166
Literary;1736;6813;104;1803;0.15751966682091625;1.0;0.223;0.643;0.135;53.56082597663175;30.0;12.0;4.0;1041.0;22.0;508378
Western Stories;1310;3935;18;639;0.1990403143537235;1.0;0.154;0.716;0.13;52.740064219534105;21.0;10.0;0.0;714.0;32.0;302850
Literary;645;2264;41;411;0.25605410515598864;0.9999;0.19;0.648;0.162;59.050349246294786;14.0;2.0;1.0;281.0;14.0;164776
Detective and Mystery;2312;7273;34;1461;0.13887049474978716;0.9846;0.179;0.647;0.174;52.72101646899382;24.0;7.0;6.0;748.0;18.0;510215
Literary;2285;5731;48;615;0.1690065554398897;1.0;0.217;0.6779999999999999;0.106;53.78888642009564;30.0;3.0;3.0;916.0;26.0;430253
Detective and Mystery;2160;4014;47;755;0.18101182654402104;1.0;0.21100000000000002;0.628;0.161;42.181909435301975;30.0;4.0;1.0;489.0;10.0;360246
Literary;2127;5991;138;1866;0.19008825526137133;1.0;0.182;0.6970000000000001;0.121;38.89356115469491;73.0;3.0;0.0;1353.0;46.0;501018
Literary;2549;6372;20;1199;0.15955050005495108;1.0;0.223;0.649;0.128;61.88602540908843;14.0;7.0;8.0;522.0;7.0;426713
Literary;4629;7035;414;3616;0.16421413555931996;1.0;0.242;0.632;0.126;43.66109935031048;64.0;16.0;4.0;1126.0;32.0;636048
Detective and Mystery;2383;6113;22;1481;0.15954627371991942;1.0;0.21;0.637;0.154;54.238166013686545;24.0;6.0;7.0;554.0;31.0;357549
Literary;1110;4549;267;352;0.18156142828323585;1.0;0.263;0.58;0.157;42.70937125135424;28.0;7.0;2.0;567.0;5.0;313301
Literary;2891;11221;126;2205;0.14188107184797694;1.0;0.23399999999999999;0.637;0.129;49.2240935743429;62.0;4.0;7.0;1186.0;17.0;715231
Literary;2047;7231;67;1423;0.17295776172308358;1.0;0.23199999999999998;0.626;0.142;51.27462521280782;39.0;7.0;1.0;805.0;13.0;477461
Detective and Mystery;1765;6426;60;740;0.16264159718300505;1.0;0.196;0.687;0.11599999999999999;56.146370655460316;21.0;4.0;2.0;901.0;10.0;369775
Literary;732;2201;41;514;0.3147471313217169;1.0;0.222;0.647;0.131;47.89814230793897;5.0;1.0;0.0;243.0;5.0;155038
Literary;1627;5747;133;2162;0.18924410065602665;1.0;0.175;0.6809999999999999;0.14400000000000002;46.666054747595574;23.0;6.0;3.0;1074.0;21.0;503552
Literary;1304;4560;46;981;0.17174037909247558;1.0;0.228;0.639;0.133;47.081748622899674;26.0;6.0;2.0;1010.0;19.0;429918
Love and Romance;1898;6201;125;744;0.1528299600048479;1.0;0.251;0.614;0.135;49.43184126349078;59.0;8.0;4.0;793.0;15.0;492610
Detective and Mystery;2470;7011;5;819;0.15317525938175125;1.0;0.21600000000000003;0.682;0.102;43.62524510968701;26.0;7.0;2.0;963.0;12.0;473339
Literary;2110;14640;131;2915;0.12477683299543076;1.0;0.16899999999999998;0.677;0.154;56.47326636907474;39.0;13.0;0.0;1944.0;28.0;798784
Literary;1273;5954;49;952;0.17914702335270255;1.0;0.212;0.632;0.157;64.88262837639135;16.0;6.0;3.0;666.0;18.0;334953
Literary;3253;12247;233;1569;0.1339949006731845;1.0;0.265;0.593;0.142;54.00144603530117;48.0;15.0;6.0;1635.0;11.0;669676
Detective and Mystery;954;3234;84;523;0.1999209971910112;1.0;0.207;0.642;0.15;46.75056905653897;32.0;1.0;2.0;580.0;6.0;283227
Literary;1238;4839;36;999;0.20703413624944586;1.0;0.257;0.635;0.109;43.269823906175105;29.0;7.0;3.0;642.0;4.0;337603
Literary;1033;4592;22;870;0.20707771981836606;1.0;0.254;0.629;0.11699999999999999;42.61346661966329;31.0;7.0;0.0;591.0;15.0;334549
Literary;1127;4596;30;952;0.18896598409206292;1.0;0.215;0.63;0.156;42.98439593404601;28.0;5.0;0.0;636.0;8.0;369904
Literary;145;2158;17;410;0.3625790654968374;1.0;0.22399999999999998;0.6579999999999999;0.11800000000000001;41.833622749304205;13.0;3.0;0.0;246.0;4.0;122322
Literary;1076;9776;71;1778;0.18357136748482;1.0;0.23600000000000002;0.636;0.128;38.67341971341429;55.0;6.0;1.0;1018.0;11.0;587810
Sea and Adventure;3307;9508;302;2330;0.11135615536537197;1.0;0.196;0.6579999999999999;0.146;42.025352798336684;97.0;2.0;2.0;1638.0;21.0;783355
Detective and Mystery;2972;11377;153;1855;0.1335110058237094;1.0;0.23;0.609;0.16;55.57138425901937;50.0;13.0;7.0;1248.0;19.0;604998
Detective and Mystery;1609;4022;192;1135;0.16214900178542446;1.0;0.16;0.7040000000000001;0.136;60.72585618422593;10.0;3.0;2.0;730.0;12.0;374893
Literary;667;3062;66;470;0.2584662831386039;1.0;0.243;0.6579999999999999;0.1;47.16425707621997;9.0;5.0;2.0;492.0;13.0;202279
Ghost and Horror;615;4615;36;395;0.21848553161609816;1.0;0.18100000000000002;0.679;0.14;47.72494981698347;17.0;7.0;0.0;563.0;7.0;319196
Literary;4282;9773;115;2058;0.1249818701696952;1.0;0.237;0.628;0.135;60.83394196684093;29.0;7.0;1.0;993.0;22.0;601030
Literary;6160;13923;79;1725;0.09638749870823922;1.0;0.209;0.634;0.157;66.59623551876336;38.0;7.0;17.0;1459.0;13.0;816918
Sea and Adventure;1541;8858;46;1287;0.14091311869699144;1.0;0.20199999999999999;0.701;0.09699999999999999;47.88841420992625;27.0;2.0;1.0;1387.0;13.0;587578
