Target_Class;p_tag_count;comma_count;colon_count;hyphen_count;TTR;Compound;Positive;Neutral;Negative;FleschK_score;CC;PRP;PRP$;IN;NNP;period_count
Literary;995;1763;13;587;0.3674331761006289;1.0;0.24600000000000002;0.665;0.08900000000000001;50.69240078616354;3.0;1.0;0.0;212.0;4.0;125887
Sea and Adventure;5266;7186;171;2357;0.15377246068649672;1.0;0.183;0.68;0.13699999999999998;68.70333556610518;13.0;12.0;1.0;1152.0;23.0;544617
Literary;1333;2977;4;2250;0.2017380277487692;1.0;0.24600000000000002;0.639;0.115;50.14305696766391;41.0;8.0;1.0;921.0;11.0;331382
Literary;1544;8667;136;2084;0.17300181004096407;1.0;0.235;0.649;0.115;57.53029551496575;49.0;8.0;2.0;1080.0;21.0;525090
Literary;2853;6569;76;693;0.14274274274274273;1.0;0.23600000000000002;0.615;0.149;42.795127261343175;28.0;6.0;0.0;1183.0;9.0;655095
Literary;3106;5239;108;1316;0.1478239427937369;1.0;0.2;0.659;0.141;51.507714855826606;18.0;10.0;0.0;1023.0;10.0;496487
Literary;1618;9931;36;2410;0.16824601859191468;1.0;0.24;0.617;0.14400000000000002;31.639454509922786;54.0;14.0;4.0;1461.0;27.0;680967
Literary;1990;6401;12;626;0.1589824393140143;1.0;0.233;0.63;0.13699999999999998;34.48383328337508;30.0;5.0;2.0;1172.0;15.0;570063
Literary;1791;6197;61;911;0.1908511898884171;1.0;0.184;0.675;0.142;44.10220472064796;16.0;8.0;4.0;774.0;206.0;485299
Literary;1517;4005;35;452;0.20757581367793532;1.0;0.231;0.615;0.154;39.92799115316421;20.0;4.0;1.0;765.0;6.0;339544
Literary;3166;10490;97;1240;0.10150850611376927;1.0;0.2;0.621;0.18;49.469249354987;37.0;5.0;2.0;1446.0;26.0;763311
Literary;711;2011;64;584;0.3794088757924815;1.0;0.201;0.664;0.135;34.587753970899094;6.0;4.0;1.0;306.0;3.0;140801
Literary;1772;4017;16;962;0.19238950602694396;1.0;0.217;0.655;0.128;45.88541965387003;30.0;12.0;3.0;686.0;7.0;360931
Literary;912;1735;18;970;0.21913322185061315;1.0;0.272;0.61;0.11800000000000001;55.94872463768118;8.0;3.0;0.0;254.0;3.0;175608
Literary;1816;6897;112;3602;0.21940606153141465;1.0;0.222;0.6629999999999999;0.115;37.4064653982486;35.0;5.0;4.0;663.0;14.0;480023
Love and Romance;1168;3581;48;1287;0.18889448079181345;1.0;0.267;0.62;0.113;58.94754780677428;11.0;4.0;3.0;527.0;9.0;290297
Literary;3358;11681;86;2882;0.1330127768545509;1.0;0.24100000000000002;0.634;0.125;44.90315275132633;43.0;6.0;5.0;1805.0;44.0;917131
Literary;3625;9002;98;4732;0.12771372960023955;1.0;0.207;0.654;0.138;46.7087841521751;46.0;16.0;3.0;1623.0;25.0;847011
Literary;1408;6169;183;1047;0.1843668501883512;1.0;0.27699999999999997;0.574;0.149;31.108581507561606;41.0;20.0;1.0;1110.0;13.0;509857
Literary;3402;10981;313;3745;0.1155619228641541;1.0;0.20600000000000002;0.654;0.14;47.87115491948191;35.0;4.0;4.0;1867.0;20.0;877827
Literary;2587;9778;54;2274;0.1323895411823266;1.0;0.249;0.606;0.145;41.692897171330095;39.0;8.0;4.0;1576.0;45.0;855244
Literary;1173;2620;9;323;0.22252870613894413;1.0;0.22899999999999998;0.64;0.13;49.82585150813768;10.0;;2.0;315.0;10.0;199840
Literary;901;4718;469;450;0.17270299748016096;1.0;0.217;0.6509999999999999;0.131;56.146275345697966;26.0;4.0;1.0;563.0;11.0;323299
Literary;2462;9544;98;2696;0.1395978818692912;1.0;0.231;0.647;0.122;39.55746372139251;38.0;12.0;10.0;1674.0;49.0;920030
Literary;2980;7277;138;805;0.12737932084665754;1.0;0.226;0.675;0.099;50.03283341253024;30.0;6.0;2.0;793.0;33.0;540639
Literary;119;1106;6;146;0.3895421220085766;0.9999;0.24600000000000002;0.5589999999999999;0.195;14.488722621986456;7.0;1.0;3.0;138.0;1.0;90623
Literary;2060;5595;27;1301;0.1256814782650649;1.0;0.207;0.655;0.138;48.77946889283533;24.0;8.0;1.0;896.0;35.0;507345
Detective and Mystery;17;70;0;9;0.8158567774936062;0.6757;0.212;0.58;0.209;40.107384392064716;;;0.0;5.0;;4955
Literary;2310;5072;242;1429;0.2119230525046029;1.0;0.217;0.665;0.11699999999999999;48.131009388038166;20.0;8.0;1.0;704.0;16.0;400968
Detective and Mystery;1496;5304;32;2217;0.14107499925388725;1.0;0.16;0.75;0.08900000000000001;50.61537746102962;37.0;6.0;3.0;671.0;23.0;425402
Literary;2060;3979;96;1693;0.16870437682117215;1.0;0.265;0.607;0.129;45.630172644881064;18.0;9.0;5.0;711.0;8.0;427704
Sea and Adventure;2505;6766;11;683;0.12324304198082472;1.0;0.221;0.634;0.14400000000000002;54.55031078246881;21.0;4.0;2.0;1025.0;19.0;521949
Literary;2523;12106;80;1004;0.11129619989588756;1.0;0.258;0.611;0.131;51.46831140251229;44.0;4.0;1.0;1374.0;19.0;718352
Sea and Adventure;2136;6635;152;1703;0.19985606834432165;1.0;0.165;0.688;0.147;42.718366947843286;33.0;10.0;1.0;1254.0;31.0;522680
Literary;2444;3871;104;817;0.17417097657438393;1.0;0.231;0.647;0.121;50.50197826454385;10.0;5.0;2.0;572.0;25.0;356021
Literary;2280;6474;196;1802;0.1727199557321797;1.0;0.205;0.672;0.122;51.34749645314085;20.0;14.0;2.0;1099.0;34.0;488360
Literary;1003;7007;130;590;0.13321933363614502;1.0;0.265;0.628;0.107;39.86601729265144;54.0;7.0;2.0;899.0;12.0;466802
Detective and Mystery;2538;8267;71;1125;0.13798048760781306;1.0;0.2;0.672;0.128;49.99762633818469;44.0;6.0;3.0;1234.0;25.0;614232
Detective and Mystery;3196;4433;153;1126;0.16108900403652915;1.0;0.182;0.688;0.13;53.05174697472998;23.0;2.0;1.0;708.0;16.0;436500
Literary;751;2272;222;365;0.1865511781689485;0.9999;0.163;0.711;0.126;65.78494644353971;9.0;1.0;0.0;261.0;3.0;140639
Literary;855;2271;225;564;0.17337115351555785;1.0;0.201;0.6920000000000001;0.106;68.42966098027371;4.0;;0.0;277.0;4.0;153793
Literary;2041;9098;131;717;0.10386377779034904;1.0;0.273;0.608;0.11900000000000001;30.516109715853986;82.0;11.0;8.0;1172.0;12.0;688423
Sea and Adventure;1702;9230;297;1189;0.21276323095980526;1.0;0.166;0.713;0.121;38.8826284846356;34.0;14.0;11.0;1580.0;16.0;557788
Sea and Adventure;2572;11373;596;2232;0.1989270640211432;1.0;0.187;0.693;0.12;44.86613038845189;42.0;24.0;5.0;1628.0;29.0;611056
Literary;3818;16954;103;2318;0.11659835805555205;1.0;0.19399999999999998;0.682;0.124;53.23451558865705;57.0;12.0;0.0;1935.0;32.0;1001192
Literary;1782;12392;337;957;0.09688361552562827;1.0;0.287;0.595;0.11900000000000001;37.962393850009725;66.0;10.0;4.0;1674.0;29.0;883635
Literary;2291;11970;173;3668;0.0873222425122579;1.0;0.29100000000000004;0.59;0.11900000000000001;41.801216347213824;85.0;18.0;5.0;1609.0;113.0;889559
Literary;1801;9878;65;1545;0.10605479241807997;1.0;0.268;0.602;0.13;32.68465555006685;65.0;10.0;4.0;1169.0;22.0;675227
Christmas Stories;714;2804;59;319;0.2796318467524693;1.0;0.233;0.637;0.13;58.34644864879161;4.0;5.0;3.0;389.0;2.0;162874
Detective and Mystery;770;3252;29;530;0.2394984657708179;1.0;0.209;0.6729999999999999;0.11800000000000001;53.940947649815996;11.0;3.0;0.0;531.0;8.0;232952
Detective and Mystery;723;7117;65;1144;0.1983524764825113;1.0;0.16899999999999998;0.701;0.131;23.773911267777123;34.0;3.0;3.0;1092.0;30.0;476576
Detective and Mystery;846;7464;79;1803;0.20338069573738365;1.0;0.174;0.677;0.149;24.019826997877264;36.0;3.0;5.0;1279.0;18.0;503405
Detective and Mystery;609;8354;40;1445;0.17045530002877446;1.0;0.175;0.693;0.132;28.23346850235572;62.0;4.0;3.0;1525.0;22.0;549082
Detective and Mystery;947;7098;82;2186;0.22857142857142854;1.0;0.201;0.684;0.11599999999999999;24.20704062731764;41.0;7.0;1.0;992.0;52.0;454744
Literary;1833;11582;207;1901;0.20514078747517234;1.0;0.259;0.62;0.121;38.749647571906905;52.0;7.0;1.0;1365.0;20.0;533550
Literary;2352;6703;669;1912;0.16141813909557925;1.0;0.20199999999999999;0.679;0.11900000000000001;59.6751073650166;29.0;17.0;2.0;945.0;28.0;522474
Sea and Adventure;2404;18422;190;4063;0.14009886948417682;1.0;0.161;0.725;0.114;44.14096259822285;71.0;47.0;6.0;2977.0;43.0;1166388
Detective and Mystery;1452;3248;18;403;0.1864810330912026;1.0;0.191;0.67;0.14;51.190143688703024;11.0;3.0;2.0;762.0;6.0;308560
Literary;538;2159;179;596;0.2727431312690798;1.0;0.175;0.731;0.095;48.44852052876746;12.0;3.0;2.0;221.0;33.0;144223
Literary;792;759;23;229;0.2817500506380393;0.9999;0.18;0.72;0.1;62.051283282166004;3.0;1.0;0.0;100.0;3.0;66151
Literary;141;66;3;45;0.4841168996188056;0.998;0.222;0.66;0.11800000000000001;36.70377898202776;;1.0;0.0;17.0;1.0;10162
Literary;1861;14117;192;3583;0.16113769702868574;1.0;0.204;0.6779999999999999;0.11800000000000001;33.347144648153964;60.0;44.0;8.0;1924.0;21.0;894612
Sea and Adventure;1092;6176;103;868;0.2275772778766791;1.0;0.166;0.73;0.10400000000000001;38.26997283651923;19.0;3.0;3.0;998.0;7.0;372047
Literary;2152;6668;325;1455;0.1758532265313136;1.0;0.195;0.691;0.114;48.901228216718245;15.0;3.0;1.0;943.0;15.0;471064
Literary;238;803;79;197;0.2752463054187192;0.9999;0.184;0.745;0.071;49.27525844784378;1.0;;0.0;70.0;49.0;45355
Literary;944;821;2;246;0.2407632263660017;0.9999;0.16699999999999998;0.742;0.09;60.423940097933524;2.0;;0.0;183.0;2.0;72770
Detective and Mystery;1145;4957;67;755;0.1907041750921851;1.0;0.182;0.6920000000000001;0.126;43.91351234809059;28.0;7.0;2.0;997.0;9.0;412836
Literary;1778;5270;443;1310;0.17787286063569682;1.0;0.226;0.6579999999999999;0.11599999999999999;54.27133143695926;17.0;12.0;1.0;569.0;10.0;350780
Literary;3839;16025;642;1905;0.12171790002712775;1.0;0.193;0.665;0.142;47.84993558355527;53.0;9.0;5.0;1870.0;29.0;903322
Literary;7081;36118;454;4474;0.07768252010688309;1.0;0.22699999999999998;0.654;0.11900000000000001;49.39777491830606;94.0;26.0;17.0;3931.0;522.0;1967040
Literary;2256;10397;146;1195;0.17251187062197354;1.0;0.20800000000000002;0.6809999999999999;0.111;48.13814953138234;28.0;12.0;2.0;1159.0;17.0;613434
Detective and Mystery;2056;6090;19;797;0.16213967470073545;1.0;0.18600000000000003;0.691;0.12300000000000001;50.58548763498405;35.0;6.0;1.0;953.0;16.0;477716
Detective and Mystery;2533;4275;131;860;0.1800406196487595;1.0;0.198;0.6509999999999999;0.151;45.28130417447186;13.0;6.0;1.0;418.0;8.0;328568
Literary;386;1659;34;252;0.341804000503208;0.9999;0.17600000000000002;0.696;0.128;52.04327791580283;6.0;1.0;0.0;206.0;19.0;98427
